name,abilities,type1,type2,is_legendary,japanese_name,hp,attack,defense,sp_attack,sp_defense,speed,base_total,classification,generation,base_egg_steps,height_m,weight_kg,base_happiness,capture_rate,experience_growth,percentage_male,pokedex_number,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
Lugia,"['Pressure', 'Multiscale']",psychic,flying,1,Lugia,106,90,130,90,154,110,680,Diving Pokémon,2,120,5.2,216.0,0,3,1250000,-1,249,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2,1.0,1.0,0.5,2.0,1.0,1.0
Ho-Oh,"['Pressure', 'Regenerator']",fire,flying,1,Houou,106,130,90,110,154,90,680,Rainbow Pokémon,2,120,3.8,199.0,0,3,1250000,-1,250,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
Celebi,['Natural Cure'],psychic,grass,1,Celebi,100,100,100,100,100,100,600,Time Travel Pokémon,2,120,0.6,5.0,100,45,1059860,-1,251,4.0,2.0,1.0,0.5,1.0,0.5,2,2,2.0,0.5,0.5,2,1.0,2.0,0.5,1.0,1.0,0.5
Treecko,"['Overgrow', 'Unburden']",grass,,0,Kimori,40,45,35,65,55,70,310,Wood Gecko Pokémon,3,20,0.5,5.0,70,45,1059860,87.5,252,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Grovyle,"['Overgrow', 'Unburden']",grass,,0,Juptile,50,65,45,85,65,95,405,Wood Gecko Pokémon,3,20,0.9,21.6,70,45,1059860,87.5,253,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Sceptile,"['Overgrow', 'Unburden', 'Lightning Rod']",grass,,0,Jukain,70,85,65,105,85,120,530,Forest Pokémon,3,20,1.7,52.2,70,45,1059860,87.5,254,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Torchic,"['Blaze', 'Speed Boost']",fire,,0,Achamo,45,60,40,70,50,45,310,Chick Pokémon,3,20,0.4,2.5,70,45,1059860,87.5,255,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Combusken,"['Blaze', 'Speed Boost']",fire,fighting,0,Wakasyamo,60,85,60,85,60,55,405,Young Fowl Pokémon,3,20,0.9,19.5,70,45,1059860,87.5,256,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2,1.0,0.5,2.0,0.5,1.0,1.0,2,1.0,0.5,2.0
Blaziken,"['Blaze', 'Speed Boost']",fire,fighting,0,Bursyamo,80,120,70,110,70,80,530,Blaze Pokémon,3,20,1.9,52.0,70,45,1059860,87.5,257,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2,1.0,0.5,2.0,0.5,1.0,1.0,2,1.0,0.5,2.0
Mudkip,"['Torrent', 'Damp']",water,,0,Mizugorou,50,70,50,50,50,40,310,Mud Fish Pokémon,3,20,0.4,7.6,70,45,1059860,87.5,258,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Marshtomp,"['Torrent', 'Damp']",water,ground,0,Numacraw,70,85,70,60,70,50,405,Mud Fish Pokémon,3,20,0.7,28.0,70,45,1059860,87.5,259,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Swampert,"['Torrent', 'Damp', 'Swift Swim']",water,ground,0,Laglarge,100,110,90,85,90,60,535,Mud Fish Pokémon,3,20,1.5,81.9,70,45,1059860,87.5,260,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
Poochyena,"['Run Away', 'Quick Feet', 'Rattled']",dark,,0,Pochiena,35,55,35,30,30,35,220,Bite Pokémon,3,15,0.5,13.6,70,255,1000000,50,261,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0
Mightyena,"['Intimidate', 'Quick Feet', 'Moxie']",dark,,0,Graena,70,90,70,60,60,70,420,Bite Pokémon,3,15,1.0,37.0,70,127,1000000,50,262,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0
Zigzagoon,"['Pickup', 'Gluttony', 'Quick Feet']",normal,,0,Jiguzaguma,38,30,41,30,41,60,240,Tiny Raccoon Pokémon,3,15,0.4,17.5,70,255,1000000,50,263,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Linoone,"['Pickup', 'Gluttony', 'Quick Feet']",normal,,0,Massuguma,78,70,61,50,61,100,420,Rushing Pokémon,3,15,0.5,32.5,70,90,1000000,50,264,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wurmple,"['Shield Dust', 'Run Away']",bug,,0,Kemusso,45,45,35,20,30,20,195,Worm Pokémon,3,15,0.3,3.6,70,255,1000000,50,265,1.0,1.0,1.0,1.0,1.0,0.5,2,2,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Silcoon,['Shed Skin'],bug,,0,Karasalis,50,35,55,25,25,15,205,Cocoon Pokémon,3,15,0.6,10.0,70,120,1000000,50,266,1.0,1.0,1.0,1.0,1.0,0.5,2,2,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Beautifly,"['Swarm', 'Rivalry']",bug,flying,0,Agehunt,60,70,50,90,50,65,385,Butterfly Pokémon,3,15,1.0,28.4,70,45,1000000,50,267,0.5,1.0,1.0,2.0,1.0,0.25,2,2,1.0,0.25,0.0,2,1.0,1.0,1.0,4.0,1.0,1.0
Cascoon,['Shed Skin'],bug,,0,Mayuld,50,35,55,25,25,15,205,Cocoon Pokémon,3,15,0.7,11.5,70,120,1000000,50,268,1.0,1.0,1.0,1.0,1.0,0.5,2,2,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Dustox,"['Shield Dust', 'Compound Eyes']",bug,poison,0,Dokucale,60,50,70,50,90,65,385,Poison Moth Pokémon,3,15,1.2,31.6,70,45,1000000,50,269,0.5,1.0,1.0,1.0,0.5,0.25,2,2,1.0,0.25,1.0,1.0,1.0,0.5,2,2.0,1.0,1.0
Lotad,"['Swift Swim', 'Rain Dish', 'Own Tempo']",water,grass,0,Hassboh,40,30,30,40,50,30,220,Water Weed Pokémon,3,15,0.5,2.6,70,255,1059860,50,270,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
Lombre,"['Swift Swim', 'Rain Dish', 'Own Tempo']",water,grass,0,Hasubrero,60,50,50,60,70,50,340,Jolly Pokémon,3,15,1.2,32.5,70,120,1059860,50,271,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
Ludicolo,"['Swift Swim', 'Rain Dish', 'Own Tempo']",water,grass,0,Runpappa,80,70,70,90,100,70,480,Carefree Pokémon,3,15,1.5,55.0,70,45,1059860,50,272,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
Seedot,"['Chlorophyll', 'Early Bird', 'Pickpocket']",grass,,0,Taneboh,40,40,50,30,30,30,220,Acorn Pokémon,3,15,0.5,4.0,70,255,1059860,50,273,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Nuzleaf,"['Chlorophyll', 'Early Bird', 'Pickpocket']",grass,dark,0,Konohana,70,70,40,60,40,60,340,Wily Pokémon,3,15,1.0,28.0,70,120,1059860,50,274,4.0,0.5,1.0,0.5,2.0,2.0,2,2,0.5,0.5,0.5,2,1.0,2.0,0,1.0,1.0,0.5
Shiftry,"['Chlorophyll', 'Wind Rider', 'Pickpocket', 'Early Bird']",grass,dark,0,Dirteng,90,100,60,90,60,80,480,Wicked Pokémon,3,15,1.3,59.6,70,45,1059860,50,275,4.0,0.5,1.0,0.5,2.0,2.0,2,2,0.5,0.5,0.5,2,1.0,2.0,0,1.0,1.0,0.5
Taillow,"['Guts', 'Scrappy']",normal,flying,0,Subame,40,55,30,30,30,85,270,Tiny Swallow Pokémon,3,15,0.3,2.3,70,200,1059860,50,276,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2,1.0,1.0,1.0,2.0,1.0,1.0
Swellow,"['Guts', 'Scrappy']",normal,flying,0,Ohsubame,60,85,60,50,50,125,430,Swallow Pokémon,3,15,0.7,19.8,70,45,1059860,50,277,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2,1.0,1.0,1.0,2.0,1.0,1.0
Wingull,"['Keen Eye', 'Hydration', 'Rain Dish']",water,flying,0,Camome,40,30,30,55,30,85,270,Seagull Pokémon,3,20,0.6,9.5,70,190,1000000,50,278,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
Pelipper,"['Keen Eye', 'Drizzle', 'Rain Dish']",water,flying,0,Pelipper,60,50,100,85,70,65,430,Water Bird Pokémon,3,20,1.2,28.0,70,45,1000000,50,279,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
Ralts,"['Synchronize', 'Trace', 'Telepathy']",psychic,fairy,0,Ralts,28,25,25,45,35,40,198,Feeling Pokémon,3,20,0.4,6.6,35,235,1250000,50,280,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
Kirlia,"['Synchronize', 'Trace', 'Telepathy']",psychic,fairy,0,Kirlia,38,35,35,65,55,50,278,Emotion Pokémon,3,20,0.8,20.2,35,120,1250000,50,281,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
Gardevoir,"['Synchronize', 'Trace', 'Telepathy', 'Pixilate']",psychic,fairy,0,Sirnight,68,65,65,125,115,80,518,Embrace Pokémon,3,20,1.6,48.4,35,45,1250000,50,282,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
Surskit,"['Swift Swim', 'Rain Dish']",bug,water,0,Ametama,40,30,32,50,52,65,269,Pond Skater Pokémon,3,15,0.5,1.7,70,200,1000000,50,283,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
Masquerain,"['Intimidate', 'Unnerve']",bug,flying,0,Amemoth,70,60,62,80,82,60,414,Eyeball Pokémon,3,15,0.8,3.6,70,75,1000000,50,284,0.5,1.0,1.0,2.0,1.0,0.25,2,2,1.0,0.25,0.0,2,1.0,1.0,1.0,4.0,1.0,1.0
Shroomish,"['Effect Spore', 'Poison Heal', 'Quick Feet']",grass,,0,Kinococo,60,40,60,40,60,35,295,Mushroom Pokémon,3,15,0.4,4.5,70,255,1640000,50,285,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Breloom,"['Effect Spore', 'Poison Heal', 'Technician']",grass,fighting,0,Kinogassa,60,130,80,60,60,70,460,Mushroom Pokémon,3,15,1.2,39.2,70,90,1640000,50,286,1.0,0.5,1.0,0.5,2.0,1.0,2,4,1.0,0.5,0.5,2,1.0,2.0,2,0.5,1.0,0.5
Slakoth,['Truant'],normal,,0,Namakero,60,60,60,35,35,30,280,Slacker Pokémon,3,15,0.8,24.0,70,255,1250000,50,287,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vigoroth,['Vital Spirit'],normal,,0,Yarukimono,80,80,80,55,55,90,440,Wild Monkey Pokémon,3,15,1.4,46.5,70,120,1250000,50,288,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Slaking,['Truant'],normal,,0,Kekking,150,160,100,95,65,100,670,Lazy Pokémon,3,15,2.0,130.5,70,45,1250000,50,289,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nincada,"['Compound Eyes', 'Run Away']",bug,ground,0,Tutinin,31,45,90,30,30,40,266,Trainee Pokémon,3,15,0.5,5.5,70,255,600000,50,290,1.0,1.0,1.0,0.0,1.0,0.5,2,2,1.0,1.0,0.5,2,1.0,0.5,1.0,1.0,1.0,2.0
Ninjask,"['Speed Boost', 'Infiltrator']",bug,flying,0,Tekkanin,61,90,45,50,50,160,456,Ninja Pokémon,3,15,0.8,12.0,70,120,600000,50,291,0.5,1.0,1.0,2.0,1.0,0.25,2,2,1.0,0.25,0.0,2,1.0,1.0,1.0,4.0,1.0,1.0
Shedinja,['Wonder Guard'],bug,ghost,0,Nukenin,1,90,45,30,30,40,236,Shed Pokémon,3,15,0.8,1.2,70,45,600000,-1,292,1.0,2.0,0.0,0.0,1.0,0.0,2,2,2.0,1.0,0.0,1.0,0.0,0.0,0,2.0,1.0,1.0
Whismur,"['Soundproof', 'Rattled']",normal,,0,Gonyonyo,64,51,23,51,23,28,240,Whisper Pokémon,3,20,0.6,16.3,70,190,1059860,50,293,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Loudred,"['Soundproof', 'Scrappy']",normal,,0,Dogohmb,84,71,43,71,43,48,360,Big Voice Pokémon,3,20,1.0,40.5,70,120,1059860,50,294,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Exploud,"['Soundproof', 'Scrappy']",normal,,0,Bakuong,104,91,63,91,63,68,480,Loud Noise Pokémon,3,20,1.5,84.0,70,45,1059860,50,295,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Makuhita,"['Thick Fat', 'Guts', 'Sheer Force']",fighting,,0,Makunoshita,72,60,30,20,30,25,237,Guts Pokémon,3,20,1.0,86.4,70,180,1640000,75,296,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0.5,1.0,1.0
Hariyama,"['Thick Fat', 'Guts', 'Sheer Force']",fighting,,0,Hariteyama,144,120,60,40,60,50,474,Arm Thrust Pokémon,3,20,2.3,253.8,70,200,1640000,75,297,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0.5,1.0,1.0
Azurill,"['Thick Fat', 'Huge Power', 'Sap Sipper']",normal,fairy,0,Ruriri,50,20,40,20,40,20,190,Polka Dot Pokémon,3,10,0.2,2.0,70,150,800000,25,298,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
Nosepass,"['Sturdy', 'Magnet Pull', 'Sand Force']",rock,,0,Nosepass,30,45,135,45,90,30,375,Compass Pokémon,3,20,1.0,97.0,70,255,1000000,50,299,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
Skitty,"['Cute Charm', 'Normalize', 'Wonder Skin']",normal,,0,Eneco,50,45,45,35,35,50,260,Kitten Pokémon,3,15,0.6,11.0,70,255,800000,25,300,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Delcatty,"['Cute Charm', 'Normalize', 'Wonder Skin']",normal,,0,Enekororo,70,65,65,55,55,70,380,Prim Pokémon,3,15,1.1,32.6,70,60,800000,25,301,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sableye,"['Keen Eye', 'Stall', 'Prankster', 'Magic Bounce']",dark,ghost,0,Yamirami,50,75,75,65,65,50,380,Darkness Pokémon,3,25,0.5,11.0,35,45,1059860,50,302,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0,1.0,1.0,1.0
Mawile,"['Hyper Cutter', 'Intimidate', 'Sheer Force', 'Huge Power']",steel,fairy,0,Kucheat,50,85,85,55,55,50,380,Deceiver Pokémon,3,20,0.6,11.5,70,45,800000,50,303,0.25,0.5,0.0,1.0,0.5,1.0,2,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
Aron,"['Sturdy', 'Rock Head', 'Heavy Metal']",steel,rock,0,Cokodora,50,70,100,40,40,30,330,Iron Armor Pokémon,3,35,0.4,60.0,35,180,1250000,50,304,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
Lairon,"['Sturdy', 'Rock Head', 'Heavy Metal']",steel,rock,0,Kodora,60,90,140,50,50,40,430,Iron Armor Pokémon,3,35,0.9,120.0,35,90,1250000,50,305,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
Aggron,"['Sturdy', 'Rock Head', 'Heavy Metal', 'Filter']",steel,rock,0,Bossgodora,70,110,180,60,60,50,530,Iron Armor Pokémon,3,35,2.1,360.0,35,45,1250000,50,306,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
Meditite,"['Pure Power', 'Telepathy']",fighting,psychic,0,Asanan,30,40,55,40,55,60,280,Meditate Pokémon,3,20,0.6,11.2,70,180,1000000,50,307,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
Medicham,"['Pure Power', 'Telepathy']",fighting,psychic,0,Charem,60,60,75,60,75,80,410,Meditate Pokémon,3,20,1.3,31.5,70,90,1000000,50,308,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
Electrike,"['Static', 'Lightning Rod', 'Minus']",electric,,0,Rakurai,40,45,40,65,40,65,295,Lightning Pokémon,3,20,0.6,15.2,70,120,1250000,50,309,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Manectric,"['Static', 'Lightning Rod', 'Minus', 'Intimidate']",electric,,0,Livolt,70,75,60,105,60,105,475,Discharge Pokémon,3,20,1.5,40.2,70,45,1250000,50,310,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Plusle,"['Plus', 'Lightning Rod']",electric,,0,Prasle,60,50,40,85,75,95,405,Cheering Pokémon,3,20,0.4,4.2,70,200,1000000,50,311,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Minun,"['Minus', 'Volt Absorb']",electric,,0,Minun,60,40,50,75,85,95,405,Cheering Pokémon,3,20,0.4,4.2,70,200,1000000,50,312,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Volbeat,"['Illuminate', 'Swarm', 'Prankster']",bug,,0,Barubeat,65,73,55,47,75,85,400,Firefly Pokémon,3,15,0.7,17.7,70,150,600000,100,313,1.0,1.0,1.0,1.0,1.0,0.5,2,2,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Illumise,"['Oblivious', 'Tinted Lens', 'Prankster']",bug,,0,Illumise,65,47,55,73,75,85,400,Firefly Pokémon,3,15,0.6,17.7,70,150,1640000,100,314,1.0,1.0,1.0,1.0,1.0,0.5,2,2,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Roselia,"['Natural Cure', 'Poison Point', 'Leaf Guard']",grass,poison,0,Roselia,50,60,45,100,80,65,400,Thorn Pokémon,3,20,0.3,2.0,70,150,1059860,50,315,1.0,1.0,1.0,0.5,0.5,0.5,2,2,1.0,0.25,1.0,2,1.0,1.0,2,1.0,1.0,0.5
Gulpin,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",poison,,0,Gokulin,70,43,53,43,53,40,302,Stomach Pokémon,3,20,0.4,10.3,70,225,1640000,50,316,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2,1.0,1.0,1.0
Swalot,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",poison,,0,Marunoom,100,73,83,73,83,55,467,Poison Bag Pokémon,3,20,1.7,80.0,70,75,1640000,50,317,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2,1.0,1.0,1.0
Carvanha,"['Rough Skin', 'Speed Boost']",water,dark,0,Kibanha,45,90,20,65,20,65,305,Savage Pokémon,3,20,0.8,20.8,35,225,1250000,50,318,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0,1.0,0.5,0.5
Sharpedo,"['Rough Skin', 'Speed Boost', 'Strong Jaw']",water,dark,0,Samehader,70,120,40,95,40,95,460,Brutal Pokémon,3,20,1.8,88.8,35,60,1250000,50,319,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0,1.0,0.5,0.5
Wailmer,"['Water Veil', 'Oblivious', 'Pressure']",water,,0,Hoeruko,130,70,35,70,35,60,400,Ball Whale Pokémon,3,40,2.0,130.0,70,125,1640000,50,320,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Wailord,"['Water Veil', 'Oblivious', 'Pressure']",water,,0,Whaloh,170,90,45,90,45,60,500,Float Whale Pokémon,3,40,14.5,398.0,70,60,1640000,50,321,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Numel,"['Oblivious', 'Simple', 'Own Tempo']",fire,ground,0,Donmel,60,60,40,65,45,35,305,Numb Pokémon,3,20,0.7,24.0,70,255,1000000,50,322,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0
Camerupt,"['Magma Armor', 'Solid Rock', 'Anger Point', 'Sheer Force']",fire,ground,0,Bakuuda,70,100,70,105,75,40,460,Eruption Pokémon,3,20,1.9,220.0,70,150,1000000,50,323,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0
Torkoal,"['White Smoke', 'Drought', 'Shell Armor']",fire,,0,Cotoise,70,85,140,85,70,20,470,Coal Pokémon,3,20,0.5,80.4,70,90,1000000,50,324,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
Spoink,"['Thick Fat', 'Own Tempo', 'Gluttony']",psychic,,0,Baneboo,60,25,35,70,80,60,330,Bounce Pokémon,3,20,0.7,30.6,70,255,800000,50,325,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Grumpig,"['Thick Fat', 'Own Tempo', 'Gluttony']",psychic,,0,Boopig,80,45,65,90,110,80,470,Manipulate Pokémon,3,20,0.9,71.5,70,60,800000,50,326,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Spinda,"['Own Tempo', 'Tangled Feet', 'Contrary']",normal,,0,Patcheel,60,60,60,60,60,60,360,Spot Panda Pokémon,3,15,1.1,5.0,70,255,800000,50,327,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trapinch,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",ground,,0,Nuckrar,45,100,45,45,45,10,290,Ant Pit Pokémon,3,20,0.7,15.0,70,255,1059860,50,328,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1.0,0.5,1.0,0.5,1.0,2.0
Vibrava,['Levitate'],ground,dragon,0,Vibrava,50,70,50,50,50,70,340,Vibration Pokémon,3,20,1.1,15.3,70,120,1059860,50,329,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.0,4,1.0,0.5,1.0,0.5,1.0,1.0
Flygon,['Levitate'],ground,dragon,0,Flygon,80,100,80,80,80,100,520,Mystic Pokémon,3,20,2.0,82.0,70,45,1059860,50,330,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.0,4,1.0,0.5,1.0,0.5,1.0,1.0
Cacnea,"['Sand Veil', 'Water Absorb']",grass,,0,Sabonea,50,85,40,85,40,35,335,Cactus Pokémon,3,20,0.4,51.3,35,190,1059860,50,331,2.0,1.0,1.0,0.5,1.0,1.0,2,2,1.0,0.5,0.5,2,1.0,2.0,1.0,1.0,1.0,0.5
Cacturne,"['Sand Veil', 'Water Absorb']",grass,dark,0,Noctus,70,115,60,115,60,55,475,Scarecrow Pokémon,3,20,1.3,77.4,35,60,1059860,50,332,4.0,0.5,1.0,0.5,2.0,2.0,2,2,0.5,0.5,0.5,2,1.0,2.0,0,1.0,1.0,0.5
Swablu,"['Natural Cure', 'Cloud Nine']",normal,flying,0,Tyltto,45,40,60,40,75,50,310,Cotton Bird Pokémon,3,20,0.4,1.2,70,255,600000,50,333,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2,1.0,1.0,1.0,2.0,1.0,1.0
Altaria,"['Natural Cure', 'Cloud Nine', 'Pixilate']",dragon,flying,0,Tyltalis,75,70,90,70,105,80,490,Humming Pokémon,3,20,1.1,20.6,70,45,600000,50,334,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4,1.0,1.0,1.0,2.0,1.0,0.5
